step,dataset,drift,model,acc,f1,precision,recall,ap
drift,NF-UNSW-NB15-v3.csv,adv_fgsm,AE,0.9055555555555556,0.6530612244897959,0.5714285714285714,0.7619047619047619,0.6707560332035121
drift,NF-UNSW-NB15-v3.csv,adv_fgsm,LSTM,0.7611111111111111,0.4266666666666667,0.2962962962962963,0.7619047619047619,0.7578824152517593
drift,NF-UNSW-NB15-v3.csv,adv_fgsm,DSFANet,0.45,0.24427480916030533,0.14545454545454545,0.7619047619047619,0.7884155745779049
drift,NF-UNSW-NB15-v3.csv,adv_fgsm,Stacking,0.7333333333333333,0.4,0.2711864406779661,0.7619047619047619,0.7877977732154164
drift,NF-UNSW-NB15-v3.csv,adv_fgsm,XGBoostStacking,0.3,0.20253164556962025,0.11678832116788321,0.7619047619047619,0.11675935581045069
drift,NF-UNSW-NB15-v3.csv,adv_pgd,AE,0.9111111111111111,0.6666666666666666,0.5925925925925926,0.7619047619047619,0.6297322476164784
drift,NF-UNSW-NB15-v3.csv,adv_pgd,LSTM,0.5666666666666667,0.2909090909090909,0.1797752808988764,0.7619047619047619,0.6843296178896224
drift,NF-UNSW-NB15-v3.csv,adv_pgd,DSFANet,0.3888888888888889,0.22535211267605634,0.1322314049586777,0.7619047619047619,0.7876111454028585
drift,NF-UNSW-NB15-v3.csv,adv_pgd,Stacking,0.55,0.2831858407079646,0.17391304347826086,0.7619047619047619,0.7875830779563929
drift,NF-UNSW-NB15-v3.csv,adv_pgd,XGBoostStacking,0.26666666666666666,0.1951219512195122,0.11188811188811189,0.7619047619047619,0.11302586302586304
drift,NF-UNSW-NB15-v3.csv,adv_mimicry,AE,0.8388888888888889,0.06451612903225806,0.1,0.047619047619047616,0.1738195053440456
drift,NF-UNSW-NB15-v3.csv,adv_mimicry,LSTM,0.9277777777777778,0.5806451612903226,0.9,0.42857142857142855,0.6757882443064164
drift,NF-UNSW-NB15-v3.csv,adv_mimicry,DSFANet,0.8833333333333333,0.0,0.0,0.0,1.0
drift,NF-UNSW-NB15-v3.csv,adv_mimicry,Stacking,0.8833333333333333,0.0,0.0,0.0,0.9852340830005581
drift,NF-UNSW-NB15-v3.csv,adv_mimicry,XGBoostStacking,0.8833333333333333,0.0,0.0,0.0,0.11666666666666667
drift,NF-UNSW-NB15-v3.csv,adv_gdkde,AE,0.9388888888888889,0.7441860465116279,0.7272727272727273,0.7619047619047619,0.6522098575916675
drift,NF-UNSW-NB15-v3.csv,adv_gdkde,LSTM,0.7833333333333333,0.4507042253521127,0.32,0.7619047619047619,0.7786538665498658
drift,NF-UNSW-NB15-v3.csv,adv_gdkde,DSFANet,0.6777777777777778,0.35555555555555557,0.2318840579710145,0.7619047619047619,0.798757960076363
drift,NF-UNSW-NB15-v3.csv,adv_gdkde,Stacking,0.7444444444444445,0.41025641025641024,0.2807017543859649,0.7619047619047619,0.8154221495117341
drift,NF-UNSW-NB15-v3.csv,adv_gdkde,XGBoostStacking,0.6888888888888889,0.36363636363636365,0.23880597014925373,0.7619047619047619,0.20972518360578063
